Players,Team,Possessions,SQ PPP,SQ PPP Rank,Good_Possession_Rate,Bad_Possession_Rate,Rim_and_3_rate,Assists_per_game,Actual_Win_Percentage,SQ_Assists_per_game,SQ_Passing_Points_Created_per_game
"Rex Sunderland","New Hampshire",13,1.04,0.3424026789,0.0769230769,0.3846153846,0.8461538462,0.6,,"",""
"Robert Ford","Montana St.",127,1.04,0.303474257,0.3333333333,0.3202614379,0.7641509434,1.8,,"",""
"Ryan Cornish","Dartmouth",273,1.04,0.3233570532,0.3018867925,0.3867924528,0.7016806723,2.4,,"",""
"Saint Thomas","Loyola Chicago",55,1.04,0.3017999163,0.296875,0.515625,0.8125,1.7,,"",""
"Sam Towns","Bowling Green",111,1.04,0.3352867308,0.4296296296,0.3851851852,0.6304347826,0.5,,"",""
"Sean McNeil","Ohio St.",235,1.04,0.3417748012,0.2607003891,0.4124513619,0.628440367,1.3,,"",""
"Seth Hubbard","Western Michigan",170,1.04,0.3375889494,0.2473684211,0.2684210526,0.7077922078,0.7,,"",""
"Shakur Daniel","Tarleton St.",181,1.04,0.3348681457,0.400862069,0.4181034483,0.4397163121,2.8,,"",""
"Shannon Grant","Mercer",73,1.04,0.3250313939,0.3456790123,0.4938271605,0.5223880597,0.6,,"",""
"Sheldon Edwards","Loyola Chicago",64,1.04,0.3382168271,0.2112676056,0.4507042254,0.8305084746,0.5,,"",""
"Simas Lukosius","Butler",298,1.04,0.3158225199,0.1859756098,0.3048780488,0.7890909091,2.9,,"",""
"Simeon Kirkland","New Orleans",170,1.04,0.3271243198,0.3762886598,0.3711340206,0.6291390728,0.9,,"",""
"Sincere Parker","Saint Louis",148,1.04,0.3384261197,0.2530120482,0.3734939759,0.7669172932,0.2,,"",""
"Tamar Bates","Indiana",169,1.04,0.3317287568,0.2802197802,0.3571428571,0.6835443038,1.3,,"",""
"Terrance Williams","Michigan",168,1.04,0.3061950607,0.306122449,0.4948979592,0.7191780822,0.9,,"",""
"TJ Small","Army",91,1.04,0.3122645458,0.175257732,0.1855670103,0.8139534884,0.7,,"",""
"Toby Okani","Illinois Chicago",325,1.04,0.3254499791,0.3833780161,0.4101876676,0.6585365854,2.4,,"",""
"Toby Onyekonwu","Stony Brook",167,1.04,0.317287568,0.291005291,0.3862433862,0.6666666667,2.4,,"",""
"Tony Atkinson","Navy",8,1.04,0.3210548347,0.3333333333,0.4444444444,0.8571428571,0,,"",""
"Trace  Young","Jackson St.",225,1.04,0.3363331938,0.3155893536,0.463878327,0.7857142857,1,,"",""
"Travis Roberts","Jacksonville St.",77,1.04,0.3377982419,0.2261904762,0.2142857143,0.8055555556,0.4,,"",""
"Tre Carroll","Florida Atlantic",26,1.04,0.3342402679,0.25,0.3928571429,0.5833333333,0.7,,"",""
"Tre Edwards","UMBC",17,1.04,0.3371703642,0.3,0.2,0.8571428571,0.3,,"",""
"Trenton McLaughlin","Northern Arizona",117,1.04,0.3354960234,0.3858267717,0.3149606299,0.7889908257,0.8,,"",""
"Trey Miller","Incarnate Word",237,1.04,0.3156132273,0.3464285714,0.4607142857,0.5665024631,3,,"",""
"Trey Pettigrew","Nevada",79,1.04,0.3296358309,0.2643678161,0.275862069,0.7671232877,0.3,,"",""
"Trey Thomas","Vanderbilt",168,1.04,0.3057764755,0.1022727273,0.25,0.8819875776,1.1,,"",""
"Ty Perry","Tennessee Tech",241,1.04,0.3315194642,0.1141732283,0.2992125984,0.8051948052,2.3,,"",""
"Tyler Nelson","Navy",318,1.04,0.326496442,0.2202898551,0.3246376812,0.7736486486,1.7,,"",""
"Tyler Powell","Nevada",61,1.04,0.3235663458,0.2121212121,0.2121212121,0.8771929825,0.3,,"",""
"Tyler Shirley","South Alabama",14,1.04,0.3306822938,0.2,0.4,0.9285714286,0.1,,"",""
"Tyrese Hunter","Texas",279,1.04,0.3089158644,0.2686084142,0.3365695793,0.7960784314,2.5,,"",""
"Vincent Miszkiewicz","Milwaukee",17,1.04,0.3162411051,0.2222222222,0.4444444444,0.75,0.5,,"",""
"Winston Hill","Presbyterian",64,1.04,0.299916283,0.3924050633,0.3164556962,0.7307692308,1.4,,"",""
"Xavier Bell","Wichita St.",113,1.04,0.335705316,0.2032520325,0.5040650407,0.7904761905,0.6,,"",""
"Xzavier Long","Canisius",149,1.04,0.3200083717,0.3085714286,0.3771428571,0.9224806202,2.2,,"",""
"Zach Howell","Milwaukee",60,1.04,0.3292172457,0.223880597,0.552238806,0.962962963,0.1,,"",""
"Zach Martini","Princeton",45,1.04,0.3101716199,0.1276595745,0.2765957447,0.9772727273,0.5,,"",""
"Zach Nutall","SMU",360,1.04,0.3212641272,0.2567901235,0.5555555556,0.8461538462,2.9,,"",""
"Zach Scott","McNeese St.",286,1.04,0.3059857681,0.1923076923,0.3461538462,0.8646616541,1.1,,"",""
"Zeke  Cook ","Jackson St.",185,1.04,0.3116366681,0.4401709402,0.3974358974,0.6258503401,0.5,,"",""
"Zep Jasper","Auburn",98,1.04,0.321892005,0.180952381,0.219047619,0.8369565217,0.4,,"",""
"Zhuric Phelps","SMU",472,1.04,0.3244035161,0.3526220615,0.4068716094,0.7261613692,3.2,,"",""
"-4","South Carolina St.",11,1.03,0.2875680201,0.25,0.5833333333,1,2,,"",""
"A'Jahni Levias","North Dakota",75,1.03,0.2806613646,0.25,0.3571428571,0.9264705882,0.8,,"",""
"Abdou Samb","Rhode Island",105,1.03,0.2762662202,0.3140495868,0.4628099174,0.6559139785,0.6,,"",""
"Abe Eagle","Gonzaga",2,1.03,0.2697781499,0.5,0.5,0.5,0,,"",""
"Adam Tsang Hinton","Cornell",4,1.03,0.2969861867,0.25,0.25,0.75,0.3,,"",""
"Akol Arop","Nebraska Omaha",107,1.03,0.2846379238,0.2564102564,0.4444444444,0.83,0.4,,"",""
"Alem Huseinovic","Rice",109,1.03,0.2921724571,0.1596638655,0.268907563,0.8333333333,0.3,,"",""
"Alex Capitano","Colgate",15,1.03,0.2817078275,0.3125,0.375,0.7857142857,0.2,,"",""
"Alvaro Cardenas","San Jose St.",283,1.03,0.2695688573,0.2019543974,0.3811074919,0.7698113208,3.1,,"",""
"Ansley Almonor","Fairleigh Dickinson",334,1.03,0.2955211386,0.1875,0.3913043478,0.7857142857,1.5,,"",""
"Anthony Morales","Boston University",121,1.03,0.2674759314,0.3169014085,0.4929577465,0.8666666667,1.2,,"",""
"Anthony Nelson","Manhattan",401,1.03,0.2984512348,0.3034188034,0.4337606838,0.7212643678,4.6,,"",""
"Anton Brookshire","Iona",91,1.03,0.2783591461,0.1354166667,0.5208333333,0.8390804598,0.5,,"",""
"Armon Jarrard","IUPUI",106,1.03,0.2681038091,0.2868852459,0.4098360656,0.7553191489,1.2,,"",""
"Austin Lewis","Holy Cross",6,1.03,0.2733361239,0.2857142857,0.5714285714,1,0,,"",""
"Avery Brown","Columbia",279,1.03,0.2601506907,0.3333333333,0.476635514,0.6910569106,2.4,,"",""
"Blaise Beauchamp","Evansville",83,1.03,0.2626622018,0.2234042553,0.3829787234,0.6666666667,0.8,,"",""
"Blake Barker","Army",7,1.03,0.2779405609,0.4444444444,0.5555555556,1,0.4,,"",""
"Blake Jones","George Mason",17,1.03,0.2768940979,0.1111111111,0.3333333333,1,0.7,,"",""
"Boden Skunberg","North Dakota St.",310,1.03,0.2605692758,0.4063400576,0.4726224784,0.6619217082,1.5,,"",""
"Bogdan Zimonjic","Tennessee Tech",15,1.03,0.2957304311,0.125,0.4375,0.8666666667,0.6,,"",""
"Brandon Newman","Purdue",156,1.03,0.2658015906,0.2138728324,0.323699422,0.7253521127,0.9,,"",""
"Brayon Freeman","Rhode Island",352,1.03,0.2994976978,0.2888888889,0.375308642,0.7677419355,2.8,,"",""
"Brian Gordon","Lamar",90,1.03,0.2754290498,0.2815533981,0.3203883495,0.7875,1.2,,"",""
"Brock Heffner","Green Bay",192,1.03,0.2773126831,0.3201754386,0.3684210526,0.8048780488,0.9,,"",""
"Caleb Nero","North Dakota",63,1.03,0.2731268313,0.2739726027,0.5890410959,0.7857142857,0.8,,"",""
"Caleb Shaw","Northern Colorado",151,1.03,0.2925910423,0.3068181818,0.4375,0.9015151515,0.6,,"",""
"Calvin Solomon","UTEP",229,1.03,0.260987861,0.4507042254,0.3133802817,0.6451612903,1.8,,"",""
"Cam Carter","Kansas St.",188,1.03,0.2946839682,0.1921182266,0.2955665025,0.8248587571,1.4,,"",""
"Carson Brown","Jacksonville",2,1.03,0.2808706572,0,0,1,0,,"",""
"Carter Gilmore","Wisconsin",85,1.03,0.2689409795,0.3125,0.5104166667,0.75,1,,"",""
"Chance Westry","Auburn",41,1.03,0.2672666388,0.2888888889,0.5111111111,0.7368421053,1.2,,"",""
"Chandler Baker","Colgate",131,1.03,0.2637086647,0.2714285714,0.3714285714,0.7016129032,0.2,,"",""
"Charlie Yoder","Incarnate Word",46,1.03,0.2848472164,0.1836734694,0.387755102,0.7727272727,1,,"",""
"Chase Martin","Wofford",56,1.03,0.2936375052,0.1525423729,0.4915254237,0.9622641509,0.8,,"",""
"Chibuzo Agbo","Boise St.",283,1.03,0.2873587275,0.3617021277,0.4984802432,0.6801619433,0.8,,"",""
"Chris  Greene","Arkansas Pine Bluff",218,1.03,0.2614064462,0.1924686192,0.3765690377,0.8706467662,1,,"",""
"Chris Moncrief","Evansville",66,1.03,0.271243198,0.3157894737,0.4078947368,0.5762711864,1,,"",""
"Chris Pryor","Lamar",244,1.03,0.2595228129,0.2398523985,0.5166051661,0.6860986547,3.8,,"",""
"Christopher Melis","Stonehill College",74,1.03,0.2676852239,0.225,0.375,0.8,0.8,,"",""
"CJ Fulton","Lafayette",276,1.03,0.288614483,0.1443298969,0.3264604811,0.7962264151,5.1,,"",""
"CJ Gunn","Indiana",55,1.03,0.2714524906,0.275862069,0.5689655172,0.7358490566,0.4,,"",""
"Cody Pennebaker","Lamar",135,1.03,0.2739640017,0.2123287671,0.5136986301,0.7716535433,1.2,,"",""
"Coleman Lemke","Portland",5,1.03,0.2649644203,0.3333333333,0.3333333333,0.8,0.2,,"",""
"Corey Perkins","Delaware St.",139,1.03,0.2856843868,0.3,0.3875,0.6829268293,3.3,,"",""
"D'Marco Dunn","North Carolina",56,1.03,0.2959397237,0.2166666667,0.5,0.7884615385,0.2,,"",""
"Da'Kquan Davis","Albany",236,1.03,0.2641272499,0.1627906977,0.3565891473,0.7716894977,1.3,,"",""
"Dakota Leffew","Mount St. Mary's",304,1.03,0.2982419422,0.2116564417,0.463190184,0.7692307692,1.8,,"",""
"Damari Wheeler-Thomas","North Dakota St.",160,1.03,0.2944746756,0.335078534,0.4712041885,0.5514705882,1.6,,"",""
"Dan Luers","Eastern Illinois",117,1.03,0.2752197572,0.2764227642,0.3089430894,0.7079646018,0.8,,"",""
"Daniel Braster","North Alabama",56,1.03,0.2785684387,0.2857142857,0.3968253968,0.7843137255,0.6,,"",""
"Daniel Deaver","Navy",333,1.03,0.2810799498,0.2700534759,0.3368983957,0.8803986711,2.8,,"",""
"Daniel Skillings","Cincinnati",149,1.03,0.2668480536,0.2283950617,0.5740740741,0.7608695652,0.6,,"",""
"Daniss Jenkins","Iona",399,1.03,0.2844286312,0.2460496614,0.539503386,0.6547945205,4.9,,"",""
"Dariq Whitehead","Duke",165,1.03,0.2599413981,0.1502890173,0.3121387283,0.7405063291,1.2,,"",""
"Darius Johnson","UCF",197,1.03,0.2760569276,0.2398190045,0.3665158371,0.8539325843,4.4,,"",""
"David DeJulius","Cincinnati",364,1.03,0.2961490163,0.2345679012,0.5432098765,0.5498489426,5.3,,"",""
"Davion Sykes","Texas St.",106,1.03,0.2724989535,0.2966101695,0.4830508475,0.6458333333,0.4,,"",""
"Dayne Prim","Northwestern St.",123,1.03,0.2913352867,0.2805755396,0.345323741,0.6666666667,0.6,,"",""
"Dean Wang","Drexel",4,1.03,0.2951025534,0.4,0.4,0.6666666667,0,,"",""
"Denham Wojcik","Harvard",17,1.03,0.2651737129,0.3,0.35,1,0.6,,"",""
"Derrick Harris","Georgia Southern",35,1.03,0.2892423608,0.1842105263,0.6052631579,0.9090909091,0.2,,"",""
"Derrick Walker","Nebraska",270,1.03,0.2986605274,0.262295082,0.3114754098,0.8181818182,3.7,,"",""
"Dexter Akanno","Oregon St.",239,1.03,0.2852658016,0.3333333333,0.475177305,0.8203883495,1.4,,"",""
"Donavan Yap","Fresno St.",168,1.03,0.2718710758,0.262295082,0.5245901639,0.7628205128,1.4,,"",""
"Eduardo Lane","Siena",57,1.03,0.275847635,0.2615384615,0.3846153846,0.9411764706,0.5,,"",""
"Evan Manjikian","UCLA",2,1.03,0.2825449979,0,0,1,0,,"",""
"Garrett Tipton","Bellarmine",313,1.03,0.2647551277,0.2341040462,0.3554913295,0.6864111498,1.8,,"",""
"Gediminas Moksekac","Campbell",99,1.03,0.2980326496,0.3043478261,0.2869565217,0.8953488372,1.3,,"",""
"George Maslennikov","Canisius",83,1.03,0.2722896609,0.2333333333,0.6,0.7922077922,0.5,,"",""
"Gerald Drumgoole","Albany",416,1.03,0.2727082461,0.2582644628,0.4607438017,0.8812154696,2.4,,"",""
"Gianmarco Arletti","Delaware",168,1.03,0.2588949351,0.2684210526,0.4684210526,0.6466666667,1.4,,"",""
"Glen Anderson","Maryland Eastern Shore",23,1.03,0.2976140645,0.24,0.4,0.7727272727,1.6,,"",""
"Griffin Yaklich","Illinois Chicago",18,1.03,0.2710339054,0.2857142857,0.4761904762,1,0.3,,"",""
"Guy Fauntleroy","Austin Peay",141,1.03,0.2842193386,0.3212121212,0.4787878788,0.7804878049,2.1,,"",""
"Gyasi Powell","Jacksonville",219,1.03,0.290707409,0.2208333333,0.4833333333,0.702970297,2.2,,"",""
"Isaiah Hill","Fresno St.",289,1.03,0.2911259941,0.2716049383,0.3827160494,0.6984732824,3.8,,"",""
"Isaiah Jones","Detroit",48,1.03,0.2632900795,0.0416666667,0.25,0.9583333333,0.5,,"",""
"Isaiah Range","Alabama St.",287,1.03,0.286102972,0.1716171617,0.3696369637,0.7518248175,1.2,,"",""
"Isaiah Turner","South Carolina St.",19,1.03,0.2898702386,0.3043478261,0.347826087,0.875,1,,"",""
"J Wallace","Toledo",7,1.03,0.2821264127,0.125,0.25,0.7142857143,0.4,,"",""
"Jack Collins","Monmouth",318,1.03,0.2643365425,0.2634560907,0.5892351275,0.8762886598,1.5,,"",""
"Jack Forrest","Bucknell",168,1.03,0.2871494349,0.1494252874,0.2528735632,0.773006135,1.4,,"",""
"Jack Miller","Charleston",2,1.03,0.2915445793,0,0,1,0.5,,"",""
"Jacob Eyman","Portland St.",71,1.03,0.281498535,0.1341463415,0.4390243902,0.7419354839,0.3,,"",""
"Jaden Quinerly","Alabama",10,1.03,0.2597321055,0.3333333333,0.3333333333,0.875,0.4,,"",""
"Jailyn Ingram","Georgia",73,1.03,0.2618250314,0.1625,0.1875,0.8208955224,0.7,,"",""
"Jalen Johnson","Milwaukee",119,1.03,0.2791963165,0.3357142857,0.3857142857,0.7647058824,0.8,,"",""
"Jamal Bey","Washington",171,1.03,0.2611971536,0.2588832487,0.3553299492,0.8410596026,1.5,,"",""
"Jameel Brown","Penn St.",18,1.03,0.2827542905,0.2857142857,0.5238095238,1,0.3,,"",""
"James Kamich","LIU",4,1.03,0.2586856425,0,0.25,1,0.2,,"",""
"Jaxon Knotek","American",120,1.03,0.2838007535,0.2444444444,0.5037037037,0.8333333333,0.8,,"",""
"Jaylani Darden","Longwood",67,1.03,0.2660108832,0.24,0.32,0.7868852459,0.8,,"",""
"Jeffery Mills","Air Force",126,1.03,0.295311846,0.323943662,0.3661971831,0.7610619469,2.8,,"",""
"Jelani Williams","Howard",221,1.03,0.2745918794,0.3486590038,0.4559386973,0.7724867725,1.8,,"",""
"Jermaine Couisnard","Oregon",169,1.03,0.266638761,0.2857142857,0.4540816327,0.8231292517,2.3,,"",""
"Jesus Carralero","Campbell",38,1.03,0.2639179573,0.3333333333,0.3555555556,0.7575757576,3.5,,"",""
"JJ Romer Rosario","Texas A&M Commerce",202,1.03,0.280452072,0.1367924528,0.1745283019,0.8,0.9,,"",""
"JJ White","Nebraska Omaha",255,1.03,0.2867308497,0.3003412969,0.3754266212,0.6666666667,4,,"",""
"Joe Toussaint","West Virginia",270,1.03,0.284010046,0.362804878,0.387195122,0.65625,2.8,,"",""
"John Camden","Virginia Tech",36,1.03,0.2607785684,0.243902439,0.512195122,0.875,0.3,,"",""
"Johnathan Massie","McNeese St.",266,1.03,0.2616157388,0.3333333333,0.4634920635,0.7136563877,2.3,,"",""
"Jordan Longino","Villanova",97,1.03,0.2865215571,0.2743362832,0.5575221239,0.8117647059,1.2,,"",""
"Jordan Nesbitt","Hampton",525,1.03,0.2932189201,0.3258064516,0.3338709677,0.7583148559,2.6,,"",""
"Jordan Phillips","Detroit",80,1.03,0.2938467978,0.2857142857,0.2967032967,0.7183098592,1,,"",""
"Jordan Rawls","Western Kentucky",188,1.03,0.2831728757,0.3333333333,0.481981982,0.5802469136,2.9,,"",""
"Jorell Saterfield","Portland St.",353,1.03,0.2884051905,0.2093023256,0.3049095607,0.7208588957,0.9,,"",""
"Jorge Sanchez-Ramos","La Salle",5,1.03,0.2685223943,0.3333333333,0.3333333333,0.75,0.7,,"",""
"Josh Aldrich","Charlotte",79,1.03,0.2974047719,0.2471910112,0.2134831461,0.8309859155,0.6,,"",""
"Josh Corbin","Robert Morris",278,1.03,0.2662201758,0.0934256055,0.4982698962,0.907063197,1.2,,"",""
"Julian Lewis","Miami OH",98,1.03,0.2628714943,0.3017241379,0.4224137931,0.8072289157,1.7,,"",""
"Justin Ndjock-Tadjore","St. Bonaventure",3,1.03,0.2750104646,0,0.3333333333,0.6666666667,0,,"",""
"Kai Huntsberry","North Texas",318,1.03,0.2802427794,0.2681564246,0.4329608939,0.7073170732,3.1,,"",""
"Kaleb Stewart","Louisiana Tech",74,1.03,0.2833821683,0.1168831169,0.3636363636,0.9027777778,0.6,,"",""
"Kehlin Farooq","Texas Southern",111,1.03,0.2967768941,0.246031746,0.3333333333,0.79,1.2,,"",""
"Keionte  Cornelius","Jackson St.",20,1.03,0.2687316869,0.1818181818,0.4090909091,0.9444444444,0.3,,"",""
"Kevon Voyles","Maryland Eastern Shore",137,1.03,0.2800334868,0.2516129032,0.335483871,0.8852459016,0.5,,"",""
"Khalilq Abdul-Mateen","Texas A&M Commerce",114,1.03,0.2890330682,0.2032520325,0.6666666667,0.953271028,0.7,,"",""
"Kj Lee","Western Illinois",93,1.03,0.2990791126,0.3018867925,0.3773584906,0.8414634146,0.7,,"",""
"Kobe Dickson","Howard",82,1.03,0.2923817497,0.3673469388,0.4081632653,0.9,1.3,,"",""
"Kris Monroe","North Carolina Central",188,1.03,0.2835914609,0.1990291262,0.432038835,0.7988505747,0.5,,"",""
"Kyler Vanderjagt","Belmont",13,1.03,0.2708246128,0.375,0.375,0.6363636364,0.1,,"",""
"Malik Moore","Pepperdine",118,1.03,0.2902888238,0.2706766917,0.4135338346,0.6132075472,1.8,,"",""
"Marcus Bagley","Arizona St.",28,1.03,0.2781498535,0.4285714286,0.4285714286,0.7272727273,1.5,,"",""
"Mark Armstrong","Villanova",145,1.03,0.274801172,0.2229299363,0.3694267516,0.7573529412,0.9,,"",""
"Marquise Kennedy","Loyola Chicago",183,1.03,0.2992884052,0.2524271845,0.3300970874,0.7151515152,1.5,,"",""
"Marvin Coleman","Evansville",358,1.03,0.2965676015,0.2555831266,0.3473945409,0.7430340557,2.8,,"",""
"Matt Hobbs","Hartford",75,1.03,0.2971954793,0.275862069,0.3908045977,0.9230769231,1.3,,"",""
"Matthew Cleveland","Florida St.",346,1.03,0.2737547091,0.3802469136,0.4567901235,0.5733333333,2,,"",""
"Maxwell Land","St. Francis PA",306,1.03,0.2720803684,0.2252252252,0.5615615616,0.7429577465,1.4,,"",""
"Michael Barber","Mississippi Valley St.",139,1.03,0.2771033905,0.31875,0.41875,0.7073170732,0.7,,"",""
"Michael Hood","Coppin St.",230,1.03,0.2877773127,0.2603773585,0.3018867925,0.9059405941,0.8,,"",""
"Michael Shanks","Belmont",62,1.03,0.2630807869,0.3055555556,0.4444444444,0.7636363636,0.9,,"",""
"Mike Fowler","Queens of Charlotte",23,1.03,0.2978233571,0.4666666667,0.4333333333,0.8823529412,0.2,,"",""
"Miles Kelly","Georgia Tech",335,1.03,0.2879866053,0.2122905028,0.3463687151,0.7886435331,1.2,,"",""
"Miles Latimer","Bryant",127,1.03,0.2894516534,0.288590604,0.3489932886,0.7247706422,0.7,,"",""
"Neel Beniwal","San Diego",24,1.03,0.29886982,0.2222222222,0.5925925926,1,0.6,,"",""
"Nick Martinelli","Northwestern",34,1.03,0.294265383,0.325,0.35,0.5,0.3,,"",""
"Nico Galette","Sacred Heart",437,1.03,0.2653830054,0.2617586912,0.4396728016,0.6919191919,1.9,,"",""
"Nigel Shadd","Delaware",12,1.03,0.2741732943,0.5,0.375,0.875,0,,"",""
"Nighael Ceaser","Texas St.",151,1.03,0.2787777313,0.3522727273,0.3977272727,0.7328244275,1,,"",""
"Nuha Sagnia","St. Francis NY",25,1.03,0.2948932608,0.5555555556,0.3888888889,0.375,0.2,,"",""
"Osei Price","Oakland",75,1.03,0.2904981164,0.1728395062,0.4197530864,0.8857142857,0.5,,"",""
"Owen McCormack","Presbyterian",183,1.03,0.2789870239,0.2184466019,0.5,0.9333333333,1.2,,"",""
"Owen Spencer","Ohio St.",7,1.03,0.2934282126,0.5,0.5,0.5,0.5,,"",""
"Patrick McMahon","Montana St.",45,1.03,0.2706153202,0.3269230769,0.3846153846,0.725,0.5,,"",""
"Perry Smith Jr.","Vermont",46,1.03,0.2693595647,0.3703703704,0.3888888889,0.7948717949,0.4,,"",""
"Peyton Daniels","Jacksonville St.",118,1.03,0.2622436166,0.2093023256,0.2945736434,0.7272727273,2,,"",""
"Philmon Gebrewhit","DePaul",155,1.03,0.2670573462,0.2057142857,0.2571428571,0.8285714286,0.9,,"",""
"Pop Isaacs","Texas Tech",226,1.03,0.2863122645,0.1821862348,0.2145748988,0.8229665072,2.6,,"",""
"Precious Idiaru","UMKC",57,1.03,0.2716617832,0.2295081967,0.4918032787,0.9433962264,0.3,,"",""
"Prince Aligbe","Boston College",163,1.03,0.2603599833,0.320855615,0.3957219251,0.6458333333,0.7,,"",""
"Quinn Corna","Ohio",2,1.03,0.2915445793,0,0,1,0,,"",""
"Quion Burns","LIU",126,1.03,0.2704060276,0.2323943662,0.485915493,0.6929824561,1.2,,"",""
"Ray J Dennis","Toledo",462,1.03,0.2940560904,0.2408477842,0.4412331407,0.6913875598,5.5,,"",""
"Redford Dunton","Purdue Fort Wayne",2,1.03,0.2854750942,0,0,1,0,,"",""
"Reed Fenton","Lehigh",96,1.03,0.2584763499,0.2307692308,0.4230769231,0.8202247191,0.7,,"",""
"Ricky Nelson","Prairie View A&M",69,1.03,0.2928003349,0.2839506173,0.3950617284,0.5762711864,3.3,,"",""
"Rifen Miguel","Tennessee Martin",35,1.03,0.279405609,0.2051282051,0.2820512821,0.78125,0.6,,"",""
"Riley Grigsby","Seattle",336,1.03,0.262034324,0.2016348774,0.3732970027,0.7138263666,1.6,,"",""
"Rivaldo Soares","Oregon",199,1.03,0.2798241942,0.2775330396,0.4977973568,0.7627118644,1.6,,"",""
"RJ Felton","East Carolina",363,1.03,0.2963583089,0.2367758186,0.3677581864,0.818452381,1.5,,"",""
"Ronald Polite","George Mason",242,1.03,0.2756383424,0.3109540636,0.3992932862,0.8086124402,3.9,,"",""
"Rory Stewart","Rhode Island",48,1.03,0.2743825869,0.2115384615,0.3461538462,0.9772727273,0.1,,"",""
"Sadiku Ibine Ayo","Iona",45,1.03,0.2881958979,0.1875,0.5,0.6744186047,0.3,,"",""
"Sam Thomson","Colgate",108,1.03,0.2777312683,0.32,0.376,0.6947368421,0.4,,"",""
"Sami Osmani","Creighton",6,1.03,0.2764755128,0,0.3333333333,0.8333333333,0.8,,"",""
"Savion Gallion","Louisiana Monroe",205,1.03,0.2823357053,0.3508064516,0.4556451613,0.7558139535,1,,"",""
"Tahron Allen","Monmouth",250,1.03,0.2858936794,0.3085106383,0.5035460993,0.5267857143,0.9,,"",""
"Tay Mosher","Bryant",12,1.03,0.2691502721,0.0833333333,0.6666666667,0.9166666667,0,,"",""
"Terrell Ard","Presbyterian",219,1.03,0.2930096275,0.4226415094,0.3320754717,0.7527472527,1,,"",""
"TJ Caldwell","Mississippi",149,1.03,0.2645458351,0.2710843373,0.421686747,0.75,1.5,,"",""
"Tk Smith","Prairie View A&M",173,1.03,0.2829635831,0.2251308901,0.3193717277,0.7547169811,1,,"",""
"Tray Maddox","Western Michigan",221,1.03,0.2591042277,0.2390438247,0.2270916335,0.7424242424,2.2,,"",""
"Trent Stephney","UNC Asheville",109,1.03,0.2869401423,0.3306451613,0.3951612903,0.7857142857,1.5,,"",""
"Trey Hubbard","Queens of Charlotte",12,1.03,0.2766848054,0.1538461538,0.3076923077,0.75,0.8,,"",""
"Trey Townsend","Oakland",411,1.03,0.289660946,0.2841880342,0.4871794872,0.674863388,1.6,,"",""
"Trey Woodbury","Utah Valley",305,1.03,0.2634993721,0.2235294118,0.4647058824,0.6402877698,4.2,,"",""
"Troy Hupstead","Maryland Eastern Shore",84,1.03,0.285056509,0.2446808511,0.4361702128,0.8701298701,0.3,,"",""
"Ty Harper","Eastern Washington",29,1.03,0.2664294684,0.1666666667,0.2,0.8571428571,0.6,,"",""
"Tyger Campbell","UCLA",348,1.03,0.2699874424,0.1873350923,0.419525066,0.5648148148,4.7,,"",""
"Tyler Houser","VMI",250,1.03,0.2819171201,0.28,0.4509090909,0.7835497835,0.5,,"",""
"Tyler Thomas","Hofstra",391,1.03,0.2593135203,0.113022113,0.3538083538,0.6147757256,1.2,,"",""
"Tyrese Proctor","Duke",254,1.03,0.2683131017,0.225,0.4964285714,0.7424892704,3,,"",""
"Tyrese Williams","Quinnipiac",200,1.03,0.2678945165,0.1681818182,0.25,0.8804347826,0.4,,"",""
"Tyson Walker","Michigan St.",352,1.03,0.2729175387,0.2278820375,0.418230563,0.5671641791,2.7,,"",""
"Virshon Cotton","Grambling St.",203,1.03,0.2812892424,0.2575107296,0.2789699571,0.8222222222,2.1,,"",""
"Will Amica","Albany",7,1.03,0.2909167015,0.375,0.625,0.5,0.2,,"",""
"Will Batchelder","Holy Cross",292,1.03,0.2735454165,0.1205211726,0.2964169381,0.71886121,1.8,,"",""
"Will McNair","Mississippi St.",98,1.03,0.2775219757,0.3153153153,0.4504504505,0.7356321839,0.4,,"",""
"Will Menaugh","Arizona",2,1.03,0.2796149016,0,0.5,1,0,,"",""
"William Douglas","Prairie View A&M",336,1.03,0.2888237756,0.345177665,0.4796954315,0.5931034483,2.1,,"",""
"Xavier Fuller","Northern Arizona",335,1.03,0.2900795312,0.2638522427,0.4854881266,0.5133333333,1.1,,"",""
"Youri Fritz","Canisius",20,1.03,0.2624529092,0.2608695652,0.3913043478,0.8235294118,0.4,,"",""
"Zach Hicks","Temple",270,1.03,0.265592298,0.2717770035,0.2404181185,0.8365758755,1.6,,"",""
"Ahamad Bynum","DePaul",56,1.02,0.2346169946,0.265625,0.546875,0.8,0.5,,"",""
"Ahron Ulis","Iowa",184,1.02,0.2400586019,0.2292682927,0.4146341463,0.6785714286,2.4,,"",""
"AJ Lesburt Jr.","Brown",4,1.02,0.2549183759,0.25,0.5,0.75,0.2,,"",""
"AJ Lopez","New Hampshire",24,1.02,0.242570113,0.2962962963,0.5925925926,0.7142857143,0,,"",""
"Amanze Ngumezi","Jacksonville St.",154,1.02,0.2289660946,0.3028571429,0.4914285714,0.7028985507,0.9,,"",""
"Armoni Foster","Buffalo",227,1.02,0.2394307242,0.359430605,0.4519572954,0.7675675676,4,,"",""
